,İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Aidat,Tapu Durumu,Site İçerisinde,Depozito,Banyo Sayısı,Banyo Metrekare,Balkon Durumu,Balkon Sayısı,Balkon Tipi,Balkon Metrekare,WC Sayısı,WC Metrekare,Fiyat Durumu,Ada,Parsel,Price,Location,link,Yapı Durumu,Yapı Tipi,Eşya Durumu,Takas,Görüntülü Gezilebilir mi?,Salon Metrekare
60,17111949,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,110 m²,125 m²,3+1,21 Ve Üzeri,1.Kat,4,Merkezi Doğalgaz,Boş,200 TL,Hisseli Tapu,Hayır,35000 TL,1,,,,,,,,Genel Fiyat,1853,6,35.000TL, Ümraniye - Tantavi Mahallesi,https://www.emlakjet.com//ilan/umraniye-tantavi-de-mavera-parki-karsisinda-kiralik-31-daire-17111949/,,,,,,
61,17111912,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,70 m²,75 m²,2+1,16-20,4.Kat,8,Kombi Doğalgaz,Boş,200 TL,Hisseli Tapu,Hayır,20000 TL,1,12 m²,Var,1,Kapalı Balkon,7 m²,1,,Birim Fiyat,9160,2,19.000TL, Şişli - Gülbahar Mahallesi,https://www.emlakjet.com//ilan/sahibinden-kiralik-asansorlu-ara-kat-daire-17111912/,İkinci El,Betonarme,Boş,Yok,Evet,30 m²
62,17111859,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,100 m²,110 m²,3+1,21 Ve Üzeri,2.Kat,3,Kombi Doğalgaz,Boş,,Arsa Tapulu,Hayır,,1,,,,,,,,Genel Fiyat,329,9,16.500TL, Küçükçekmece - Halkalı Merkez Mahallesi,https://www.emlakjet.com//ilan/halkali-merkez-mah-31-kiralik-daire-17111859/,,,,,,
63,17111856,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,75 m²,80 m²,1+1,1,Bahçe Katı,5,Kombi Doğalgaz,Boş,,Bilinmiyor,Hayır,,1,,,,,,,,Genel Fiyat,,,18.000TL, Avcılar - Gümüşpala Mahallesi,https://www.emlakjet.com//ilan/avcilar-metrobuse-yakin-esyali-daire-17111856/,,,Eşyalı,Yok,,
64,17111746,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,70 m²,75 m²,2+1,21 Ve Üzeri,Düz Giriş (Zemin),4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,,,21.000TL, Üsküdar - Ahmediye Mahallesi,https://www.emlakjet.com//ilan/uskudar-ahmediyede-21-giris-balkonlu-kiralik-daire-17111746/,,,Boş,Yok,,
65,17111730,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,100 m²,125 m²,3+1,21 Ve Üzeri,2.Kat,5,Merkezi (Pay Ölçer),Boş,,Kat Mülkiyeti,Evet,,2,,,,,,,,Genel Fiyat,,,22.000TL, Pendik - Yenişehir Mahallesi,https://www.emlakjet.com//ilan/pendik-yenisehir-de-cift-balkonlu-genis-31-kiralik-daire-17111730/,,,Boş,Yok,,
66,17111697,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,55 m²,65 m²,1+1,3,13.Kat,24,Merkezi (Pay Ölçer),Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,,,37.000TL, Kadıköy - Dumlupınar Mahallesi,https://www.emlakjet.com//ilan/fikirtepe-baysas-istanbul-216-projesinde-kiralik-11-daire-17111697/,,,Boş,Yok,,
67,17111682,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,70 m²,75 m²,2+1,5-10,4.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,1,,,,,,,,Genel Fiyat,,,17.000TL, Çatalca - Ferhatpaşa Mahallesi,https://www.emlakjet.com//ilan/catalca-kiptasta-kiralik-21-daire-17111682/,,,Boş,Yok,,
68,17111493,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,60 m²,65 m²,2+1,0 (Yeni),3.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,,,19.500TL, Şişli - Gülbahar Mahallesi,https://www.emlakjet.com//ilan/sifir-binada-kiralik-21-daire-17111493/,,,Boş,Yok,,
69,17111491,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,115 m²,125 m²,2+1,5-10,3.Kat,6,Yerden Isıtma,Mülk Sahibi Oturuyor,0 TL,Kat İrtifakı,Hayır,50000 TL,2,,Var,2,Kapalı Balkon,,3,,Genel Fiyat,,1667,25.000TL, Arnavutköy - Anadolu Mahallesi,https://www.emlakjet.com//ilan/metroya-yakin-lux-daire-17111491/,İkinci El,,Boş,,,
70,17111485,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,21 Ve Üzeri,5.Kat,6,Kombi Doğalgaz,Boş,,Hisseli Tapu,Hayır,,1,,,,,,,,Genel Fiyat,,,17.000TL, Esenler - Fatih Mahallesi,https://www.emlakjet.com//ilan/muhtesem-konumda-tabya-caddesinin-sokaginda-21-kiralik-daire-17111485/,,,Boş,Yok,,
71,17111480,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,80 m²,85 m²,2+1,0 (Yeni),4.Kat,4,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,,,,,,,,Genel Fiyat,,,25.000TL, Avcılar - Ambarlı Mahallesi,https://www.emlakjet.com//ilan/guney-emlak-tan-avcilar-ambarli-da-sifir-21-85-m2-kiralik-daire-17111480/,,,Boş,Yok,,
72,17111478,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,85 m²,95 m²,2+1,21 Ve Üzeri,3.Kat,5,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,,,,,,,,Genel Fiyat,,,22.000TL, Zeytinburnu - Sümer Mahallesi,https://www.emlakjet.com//ilan/gny-guney-den-sumer-mh-21-95-m-kiralik-daire-17111478/,,,Boş,Yok,,
73,17111190,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,21 Ve Üzeri,3.Kat,5,Kombi Doğalgaz,Boş,,Arsa Tapulu,Hayır,,1,,,,,,,,Genel Fiyat,,299/A,16.500TL, Küçükçekmece - Halkalı Merkez Mahallesi,https://www.emlakjet.com//ilan/halkali-merkez-mah-21-kiralik-yeni-daire-17111190/,,,,,,
74,17111151,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,90 m²,120 m²,2+1,21 Ve Üzeri,Düz Giriş (Zemin),6,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,,,20.000TL, Kartal - Hürriyet Mahallesi,https://www.emlakjet.com//ilan/necip-emlaktan-21-kiralik-daire-17111151/,,,Boş,Yok,,
75,17111148,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,110 m²,130 m²,3+1,0 (Yeni),4.Kat,5,Merkezi (Pay Ölçer),Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,,,45.000TL, Pendik - Batı Mahallesi,https://www.emlakjet.com//ilan/necip-emlaktan-pendik-merkezde-sifir-31-kiralik-daire-17111148/,,,Boş,Yok,,
76,17111147,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,50 m²,65 m²,1+1,5-10,Bahçe Katı,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,,,15.000TL, Pendik - Velibaba Mahallesi,https://www.emlakjet.com//ilan/necip-emlaktan-kiralik-11-esyali-daire-pendik-istanbul-17111147/,,,Eşyalı,Yok,,
77,17111063,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,80 m²,85 m²,2+1,5-10,Bahçe Katı,3,Kombi Doğalgaz,Boş,,Tapu Kaydı Yok,Hayır,,1,,Yok,,,,,,Genel Fiyat,,,17.000TL, Beylikdüzü - Kavaklı Mahallesi,https://www.emlakjet.com//ilan/kavakli-da-kiralik-butik-site-icinde-giris-kat-daire-21-17111063/,,,Boş,,,
78,17110975,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,105 m²,110 m²,2+1,16-20,Düz Giriş (Zemin),2,Kombi Doğalgaz,Boş,0 TL,Kooperatiften Tapu,Hayır,17000 TL,1,,,,,,,,Genel Fiyat,,,17.000TL, Beyoğlu - Örnektepe Mahallesi,https://www.emlakjet.com//ilan/osman-tatlidan-ornektepe-kiralik-21-daire-17110975/,,,,,,
79,17110966,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,30 m²,40 m²,Stüdyo,5-10,19.Kat,30,Kombi Doğalgaz,Boş,,Kat İrtifakı,Evet,,1,,,,,,,,Genel Fiyat,,,12.500TL, Esenyurt - Güzelyurt Mahallesi,https://www.emlakjet.com//ilan/e5-ve-metrobuse-yurume-mesafesinde-esyali-10-kiralik-daire-17110966/,,,Eşyalı,Yok,,
80,17110896,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,60 m²,75 m²,2+1,3,1.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,,,18.000TL, Sancaktepe - Safa Mahallesi,https://www.emlakjet.com//ilan/yenidogan-merkezde-kiralik-1-kat-21-daire-17110896/,,,Boş,Yok,,
81,17110845,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,5-10,3.Kat,6,Merkezi Doğalgaz,Boş,50 TL,Yabancıdan,Hayır,13000 TL,1,,Var,,,,,,Genel Fiyat,,,13.000TL, Esenyurt - Talatpaşa Mahallesi,https://www.emlakjet.com//ilan/talatpasa-da-tertemiz-daire-hastaneye-cok-yakinnn-17110845/,,,,,,
82,17110789,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,16-20,3.Kat,5,Kombi Doğalgaz,Boş,0 TL,Kooperatiften Tapu,Hayır,15000 TL,1,,,,,,,,Genel Fiyat,,,15.000TL, Sultangazi - Uğur Mumcu Mahallesi,https://www.emlakjet.com//ilan/baykal-ins-ugurmumcu-mah-kiralik-daire-17110789/,,,,,,
83,17110657,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,72 m²,84 m²,1.5+1,5-10,24.Kat,30,Merkezi (Pay Ölçer),Boş,,Kat Mülkiyeti,Evet,,1,,,,,,,,Genel Fiyat,,,40.000TL, Ataşehir - Küçükbakkalköy Mahallesi,https://www.emlakjet.com//ilan/nova-atasehir-brandium-kdv-avantajli-buyuk-tip-1-51-daire-17110657/,,,Boş,Yok,,
84,17110642,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,80 m²,92 m²,2+1,0 (Yeni),4.Kat,5,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,2,,,,,,,,Genel Fiyat,,,24.000TL, Çekmeköy - Aydınlar Mahallesi,https://www.emlakjet.com//ilan/cekmekoy-aydinlar-mah-ara-kat-asansorlu-balkonlu-17110642/,,,Boş,Yok,,
85,17110640,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,0 (Yeni),Bahçe Katı,5,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,,,,,,,,Genel Fiyat,,,15.000TL, Çekmeköy - Aydınlar Mahallesi,https://www.emlakjet.com//ilan/muhtesem-konumda-sifir-binada-acik-otoparkli-11-17110640/,,,Boş,Yok,,
86,17110566,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,70 m²,100 m²,2+1,0 (Yeni),5.Kat,5,Kombi Doğalgaz,Boş,250 TL,Kat Mülkiyeti,Hayır,30000 TL,Yok,,,,,,,,Genel Fiyat,5986,9,28.000TL, Tuzla - İçmeler Mahallesi,https://www.emlakjet.com//ilan/kiralik-daire-tuzla-icmler-mahallesi-17110566/,,,,,,
87,17110558,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,3,1.Kat,6,Kombi Doğalgaz,Mülk Sahibi Oturuyor,,Kat Mülkiyeti,Hayır,14000 TL,1,,Var,2,,,1,,Genel Fiyat,,4408,14.000TL, Küçükçekmece - Cennet Mahallesi,https://www.emlakjet.com//ilan/cennet-mah-metrobusun-dibinde-full-esyali-bayan-yanina-bayan-ev-arkadasi-17110558/,İkinci El,,Eşyalı,,,
88,17110555,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,100 m²,110 m²,2.5+1,5-10,Yüksek Giriş,4,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,21000 TL,1,,Yok,,,,,,Genel Fiyat,23,10,21.000TL, Sancaktepe - Yenidoğan Mahallesi,https://www.emlakjet.com//ilan/sancaktepe-yenidogan-cadde-uzeri-kiralik-ters-dubleks-17110555/,,,,,,
89,17110485,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,73 m²,95 m²,2+1,0 (Yeni),8.Kat,12,Merkezi (Pay Ölçer),Boş,5000 TL,Bilinmiyor,Hayır,,1,,,,,,,,Genel Fiyat,,,75.000TL, Kadıköy - Göztepe Mahallesi,https://www.emlakjet.com//ilan/tanzimat-sokakta-0-binada-21-sitr-konseptli-kiralik-daire-17110485/,Sıfır,Betonarme,,Yok,,
90,17110469,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,80 m²,85 m²,2+1,5-10,Kot 2 (-2).Kat,5,Merkezi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,1033,35,17.500TL, Esenyurt - Piri Reis Mahallesi,https://www.emlakjet.com//ilan/piri-reis-mahallesinde-21-kiralik-apartman-dairesi-17110469/,,,,,,
91,17110408,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,100 m²,115 m²,3+1,4,1.Kat,4,Kombi Doğalgaz,Boş,0 TL,Tapu Kaydı Yok,Hayır,25000 TL,1,,Var,2,Kapalı Balkon,,,,Genel Fiyat,,,25.000TL, Sultangazi - İsmetpaşa Mahallesi,https://www.emlakjet.com//ilan/balci-gayrimenkulden-31-luks-aciklamayi-okuyunuz-17110408/,,,,,,
92,17110407,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,95 m²,110 m²,2+1,11-15,2.Kat,3,Kombi Doğalgaz,Boş,200 TL,Kat Mülkiyeti,Hayır,15000 TL,1,,Var,1,,,1,,Genel Fiyat,2102,38,15.000TL, Esenyurt - Yunus Emre Mahallesi,https://www.emlakjet.com//ilan/mandira-caddesine-yakin-yunus-emre-mah-kiralik-21-arakat-daire-17110407/,İkinci El,Betonarme,Boş,Yok,Evet,
93,17110325,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,3,5.Kat,5,Kombi Doğalgaz,Boş,250 TL,Kat Mülkiyeti,Hayır,50000 TL,1,,Var,1,Açık Teras,,1,,Genel Fiyat,241,23,42.000TL, Üsküdar - Mimar Sinan Mahallesi,https://www.emlakjet.com//ilan/as-emlaktan-11yeni-binada-deniz-manzarali-full-esyali-lux-daire-17110325/,İkinci El,Betonarme,Eşyalı,Yok,Evet,
94,17110318,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,76 m²,95 m²,2+1,0 (Yeni),9.Kat,11,Kombi Doğalgaz,Boş,,Bilinmiyor,Hayır,,1,,,,,,,,Genel Fiyat,7303,2,30.000TL, Tuzla - Yayla Mahallesi,https://www.emlakjet.com//ilan/tuzla-sehiyaz-sitesinde-kiralik-daire-17110318/,,,,,,
95,17110253,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,5-10,3.Kat,4,Kombi Doğalgaz,Boş,250 TL,Kat Mülkiyeti,Hayır,60000 TL,1,,Var,1,Açık Balkon,,1,,Genel Fiyat,15477,14,30.000TL, Maltepe - Fındıklı Mahallesi,https://www.emlakjet.com//ilan/findikli-mah-cinar-cad-21-esyali-luks-kiralik-daire-17110253/,,,Eşyalı,,Evet,
96,17110211,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,21 Ve Üzeri,Yüksek Giriş,3,Kombi Doğalgaz,Boş,,Hisseli Tapu,Hayır,,1,,,,,,,,Genel Fiyat,15425,3,20.000TL, Maltepe - Zümrütevler Mahallesi,https://www.emlakjet.com//ilan/maltepe-emek-cad-uzerinde-21-duz-giris-100-m2-ferah-daire-17110211/,,,,,,
97,17110206,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,70 m²,80 m²,2+1,0 (Yeni),3.Kat,4,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,,,,,,,,Genel Fiyat,,8600,26.000TL, Ümraniye - Madenler Mahallesi,https://www.emlakjet.com//ilan/umraniye-madenler-de-super-konumlu-kiralik-sifir-arakat-akkaya-dan-17110206/,,,,,,
98,17110157,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,130 m²,150 m²,3+1,21 Ve Üzeri,4.Kat,5,Kombi Doğalgaz,Kiracı Oturuyor,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,533,7,50.000TL, Üsküdar - Sultantepe Mahallesi,https://www.emlakjet.com//ilan/uskudar-icadiye-sultantepe-mukemmel-lokasyonda-150-m2-31-17110157/,,,,,,
99,17110151,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,16-20,1.Kat,5,Kombi Doğalgaz,Boş,0 TL,Kooperatiften Tapu,Hayır,18000 TL,1,,Var,,,,,,Genel Fiyat,,,18.000TL, Sultangazi - Cebeci Mahallesi,https://www.emlakjet.com//ilan/baykal-ins-cebeci-mah-kiralik-daire-17110151/,,,,,,
100,17110151,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,16-20,1.Kat,5,Kombi Doğalgaz,Boş,0 TL,Kooperatiften Tapu,Hayır,18000 TL,1,,Var,,,,,,Genel Fiyat,,,18.000TL, Sultangazi - Cebeci Mahallesi,https://www.emlakjet.com//ilan/baykal-ins-cebeci-mah-kiralik-daire-17110151/,,,,,,
101,17110075,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,100 m²,140 m²,2+1,5-10,Yüksek Giriş,3,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,2,,,,,,,,Genel Fiyat,,,15.000TL, Arnavutköy - Haraççı Mahallesi,https://www.emlakjet.com//ilan/haracci-merkez-mahallesi-nde-oturuma-hazir-kiralik-17110075/,,,Boş,Yok,,
102,17110049,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,16-20,Yüksek Giriş,5,Kombi Doğalgaz,Boş,0 TL,Kooperatiften Tapu,Hayır,16000 TL,1,,,,,,,,Genel Fiyat,,,16.000TL, Sultangazi - Esentepe Mahallesi,https://www.emlakjet.com//ilan/baykal-ins-esentepe-mah-kiralik-yuksek-giris-17110049/,,,,,,
103,17109529,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,75 m²,80 m²,2+1,11-15,Bahçe Katı,5,Kombi Doğalgaz,Boş,,Kooperatiften Tapu,Hayır,20000 TL,1,5 m²,Var,1,Açık Teras,15 m²,1,5 m²,Genel Fiyat,,,20.000TL, Ümraniye - Armağanevler Mahallesi,https://www.emlakjet.com//ilan/umraniye-armaganevler-cakmak-bolgesi-17109529/,İkinci El,Betonarme,Boş,Yok,Hayır,13 m²
104,17109528,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,65 m²,70 m²,1+1,21 Ve Üzeri,2.Kat,6,Kombi Doğalgaz,Boş,,Hisseli Tapu,Hayır,,1,,,,,,,,Genel Fiyat,,,16.000TL, Güngören - Gençosman Mahallesi,https://www.emlakjet.com//ilan/gencosman-mh-kiralik-11-daire-metro-ya-ve-bagcilar-hast-yakin-17109528/,,,Boş,Yok,,
105,17109422,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,90 m²,95 m²,2+1,16-20,2.Kat,5,Kombi Doğalgaz,Boş,,Tapu Kaydı Yok,Hayır,2 TL,1,,Var,1,Kapalı Balkon,,1,,Genel Fiyat,,,25.000TL, Beyoğlu - Kadımehmet Efendi Mahallesi,https://www.emlakjet.com//ilan/beyoglu-kadimehmet-rixos-hotel-halic-porta-yakin-dogalgazli-21-daire-90m2-17109422/,İkinci El,Betonarme,Boş,Yok,,
106,17109317,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,60 m²,80 m²,2+1,3,1.Kat,13,Yerden Isıtma,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,,2636,32.500TL, Ataşehir - İnönü Mahallesi,https://www.emlakjet.com//ilan/inonu-mah-selection-proje-de-21-kiralik-daire-17109317/,,,,,,
107,17109198,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,55 m²,70 m²,1+1,5-10,2.Kat,6,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,384,2,20.000TL, Esenyurt - Mehmet Akif Ersoy Mahallesi,https://www.emlakjet.com//ilan/atlas-grup-dan-11-kiralik-ofis-daire-17109198/,,,,,,
108,17108940,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,70 m²,85 m²,2+1,21 Ve Üzeri,Kot 3 (-3).Kat,5,Kombi Doğalgaz,Boş,,Kat İrtifakı,Evet,,1,,,,,,,,Genel Fiyat,,2484,20.000TL, Ataşehir - İnönü Mahallesi,https://www.emlakjet.com//ilan/erbilay-gayrimenkul-den-ozlem-sitesinde-21-kiralik-daire-17108940/,,,,,,
109,17108929,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,60 m²,65 m²,1+1,0 (Yeni),5.Kat,5,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,,,,,,,,Genel Fiyat,,,30.000TL, Üsküdar - Valide,https://www.emlakjet.com//ilan/deluxe-26-dan-sifir-binada-asansorlu-terasli-11-60-m2-daire-17108929/,,,Boş,Yok,,
110,17108909,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,75 m²,85 m²,2+1,2,1.Kat,4,Kombi Doğalgaz,Boş,,Bilinmiyor,Hayır,,1,,,,,,,,Genel Fiyat,,,18.000TL, Arnavutköy - Anadolu Mahallesi,https://www.emlakjet.com//ilan/has-evim-yapidan-arnavutkoy-merkeze-yakin-kiralik-85-mt-21-daire-metro-yakin-17108909/,İkinci El,Betonarme,,Yok,,
111,17108728,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,105 m²,110 m²,3+1,21 Ve Üzeri,3.Kat,5,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,,,,,,,,Genel Fiyat,,,28.000TL, Ümraniye - Atakent Mahallesi,https://www.emlakjet.com//ilan/dogustan-atakent-mahallesinde-kiralik-daire-110-m-31-28-000-17108728/,,,Boş,Yok,,
112,17108714,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,110 m²,140 m²,2.5+1,4,8.Kat,9,Merkezi (Pay Ölçer),Boş,,Kat İrtifakı,Evet,,2,,,,,,,,Genel Fiyat,,,34.000TL, Pendik - Yayalar Mahallesi,https://www.emlakjet.com//ilan/dialog-loca-dan-deniz-manzarali-metronun-yaninda-2-51-kiralik-17108714/,,,Boş,Yok,,
113,17108585,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,40 m²,50 m²,1+1,5-10,Yüksek Giriş,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,6572,17,18.500TL, Kağıthane - Harmantepe Mahallesi,https://www.emlakjet.com//ilan/yilmazturk-den-full-esyali-11-kiralik-temiz-daire-17108585/,,,,,,
114,17108369,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,95 m²,100 m²,2+1,5-10,1.Kat,3,Kombi Doğalgaz,Boş,,Yabancıdan,Hayır,,1,,Var,,,,,,Genel Fiyat,,,21.500TL, Beylikdüzü - Kavaklı Mahallesi,https://www.emlakjet.com//ilan/kavakli-merkezde-kiralik-21-daire-17108369/,,,Boş,,,
115,17108341,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,130 m²,140 m²,3+1,4,4.Kat,5,Merkezi (Pay Ölçer),Boş,,Kat Mülkiyeti,Evet,,2,,,,,,,,Genel Fiyat,,,30.000TL, Esenyurt - Zafer Mahallesi,https://www.emlakjet.com//ilan/radius-residence-31-esyali-lux-kiralik-daire-17108341/,,,Eşyalı,Yok,,
116,17108338,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,60 m²,70 m²,1+1,3,15.Kat,27,Kombi Doğalgaz,Boş,,Kat İrtifakı,Evet,,1,,,,,,,,Genel Fiyat,,,18.000TL, Esenyurt - Orhan Gazi Mahallesi,https://www.emlakjet.com//ilan/semt-bahcekent-sitesinde-11-70m2-masrafsiz-kiralik-daire-17108338/,,,Boş,Yok,,
117,17108324,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,140 m²,160 m²,3+1,5-10,4.Kat,4,Kombi Doğalgaz,Boş,,Kat İrtifakı,Evet,,2,,,,,,,,Genel Fiyat,,,18.000TL, Arnavutköy - Fatih Mahallesi,https://www.emlakjet.com//ilan/arnavutkoy-tasoluk-site-ici-temiz-31-dublex-daire-17108324/,,,Boş,Yok,,
118,17108321,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,140 m²,160 m²,4+1,5-10,4.Kat,4,Kombi Doğalgaz,Boş,,Kat İrtifakı,Evet,,2,,,,,,,,Genel Fiyat,,,19.000TL, Arnavutköy - Fatih Mahallesi,https://www.emlakjet.com//ilan/arn-tasolukta-ana-cadde-uzerinde-site-ici-41-dublex-17108321/,,,Boş,Yok,,
119,17108316,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,40 m²,50 m²,1+1,0 (Yeni),Bahçe Katı,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,,,15.000TL, Bahçelievler - Zafer Mahallesi,https://www.emlakjet.com//ilan/demirkol-insaat-yenibosnada-11-50-m2-kiralik-daire-17108316/,,,Boş,Yok,,
120,17108304,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,110 m²,120 m²,2+1,16-20,3.Kat,4,Kombi Doğalgaz,Boş,,Kooperatiften Tapu,Hayır,,1,,,,,,,,Genel Fiyat,,,20.000TL, Sultangazi - Sultançiftliği Mahallesi,https://www.emlakjet.com//ilan/kiralik-esyali-daire-17108304/,,,,Yok,,
121,17108295,04 Nisan 2025,04 Nisan 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,0 (Yeni),2.Kat,4,Kombi Doğalgaz,Boş,500 TL,Kat Mülkiyeti,Hayır,32000 TL,1,,Yok,,,,1,,Genel Fiyat,179,46,32.000TL, Üsküdar - Valide,https://www.emlakjet.com//ilan/as-emlak-tan-11-sifir-baglarbasi-caddeye-metroya-yakin-daire-17108295/,Sıfır,Betonarme,Boş,Yok,Evet,
