,İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Eşya Durumu,Tapu Durumu,Site İçerisinde,Takas,Banyo Sayısı,Fiyat Durumu,Price,Location,link,Aidat,Depozito,Balkon Durumu,Balkon Sayısı,Görüntülü Gezilebilir mi?,Ada,Parsel,Balkon Tipi,Yapı Durumu,Yapı Tipi,WC Sayısı,Banyo Metrekare,Balkon Metrekare,Salon Metrekare,WC Metrekare
61,17071832,25 Mart 2025,25 Mart 2025,Konut,Kiralık,Daire,160 m²,165 m²,3+1,11-15,5.Kat,5,Kombi Doğalgaz,Boş,,Müstakil Tapulu,Hayır,,1,Genel Fiyat,20.000TL, Merkezefendi - Çakmak Mahallesi,https://www.emlakjet.com//ilan/selcukbey-kiralik-daire-17071832/,500 TL,20000 TL,Var,,,234,4,,,,,,,,
62,17070735,25 Mart 2025,25 Mart 2025,Konut,Kiralık,Daire,130 m²,150 m²,3+1,0 (Yeni),2.Kat,4,Yerden Isıtma,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,23.000TL, Merkezefendi - Şemikler Mahallesi,https://www.emlakjet.com//ilan/arsenden-semiklerde-k-otoparkli-asansorlu-31-luks-kiralik-daire-17070735/,,,,,,,,,,,,,,,
63,17070404,25 Mart 2025,25 Mart 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,5-10,2.Kat,2,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,Genel Fiyat,11.000TL, Merkezefendi - Sırakapılar Mahallesi,https://www.emlakjet.com//ilan/sirakapilar-da-balkonlu-genis-esyali-apart-17070404/,,,Var,,,3464,1,,,,,,,,
64,17069635,25 Mart 2025,25 Mart 2025,Konut,Kiralık,Daire,40 m²,45 m²,1+1,5-10,Düz Giriş (Zemin),3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,10.000TL, Pamukkale - Kınıklı Mahallesi,https://www.emlakjet.com//ilan/winox-gayrimenkulden-camlik-ta-kiralik-11-daire-17069635/,,,,,,,,,,,,,,,
65,17069537,25 Mart 2025,28 Mart 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,5-10,Çatı Katı,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,8.000TL, Pamukkale - Kınıklı Mahallesi,https://www.emlakjet.com//ilan/ender-uysal-gayrimenkulden-siteler-de-kiralik-cati-kati-balkonlu-daire-17069537/,,,,,,1639,20,,,,,,,,
66,17068976,25 Mart 2025,25 Mart 2025,Konut,Kiralık,Daire,155 m²,165 m²,3+1,16-20,2.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,16.000TL, Merkezefendi - Karaman Mahallesi,https://www.emlakjet.com//ilan/karaman-mahallesinde-arakat-165-m-31-kombili-daire-17068976/,,,,,,,,,,,,,,,
67,17068550,24 Mart 2025,24 Mart 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,21 Ve Üzeri,3.Kat,4,Kombi Doğalgaz,Boş,,Hisseli Tapu,Hayır,,1,Genel Fiyat,11.000TL, Pamukkale - Kuşpınar Mahallesi,https://www.emlakjet.com//ilan/kibris-sehitler-cadde-ustunde-kiralik-21-daire-17068550/,,,Var,2,Hayır,66,2,Açık Balkon,İkinci El,Betonarme,,,,,
68,17068177,24 Mart 2025,24 Mart 2025,Konut,Kiralık,Daire,125 m²,140 m²,3+1,21 Ve Üzeri,6.Kat,7,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,14.000TL, Merkezefendi - Değirmenönü Mahallesi,https://www.emlakjet.com//ilan/kaan-emlaktan-sehir-merkezinde-arakat-31-kiralik-daire-17068177/,,,,,,,,,,,,,,,
69,17068176,24 Mart 2025,25 Mart 2025,Konut,Kiralık,Daire,35 m²,50 m²,1+1,5-10,2.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,12.000TL, Pamukkale - Mehmetçik Mahallesi,https://www.emlakjet.com//ilan/kaan-emlaktan-mehmetcik-te-ara-kat-balkonlu-11-kiralik-apart-17068176/,,,,,,,,,,,,,,,
70,17068103,24 Mart 2025,03 Nisan 2025,Konut,Kiralık,Daire,130 m²,150 m²,3+1,21 Ve Üzeri,1.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,1,Genel Fiyat,15.000TL, Merkezefendi - Karaman Mahallesi,https://www.emlakjet.com//ilan/rota-dan-tugay-lise-katip-celebi-okulu-sali-pazari-yani-31-arakat-kiralik-17068103/,,,Var,2,,4764,2,"Açık Balkon, Kapalı Balkon",,,2,,,,
71,17068041,24 Mart 2025,24 Mart 2025,Konut,Kiralık,Daire,48 m²,55 m²,1+1,11-15,4.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,8.000TL, Honaz - Hürriyet Mahallesi,https://www.emlakjet.com//ilan/honaz-mevkili-kiralik-11-esyali-apart-17068041/,200 TL,8000 TL,Yok,,,125,9,,İkinci El,Betonarme,1,5 m²,,15 m²,5 m²
72,17067921,24 Mart 2025,24 Mart 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,0 (Yeni),2.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL, Merkezefendi - Şemikler Mahallesi,https://www.emlakjet.com//ilan/twenty-den-semikler-de-kiralik-90m2-sifir-21-daire-17067921/,,,,,,,,,,,,,,,
73,17067744,24 Mart 2025,25 Mart 2025,Konut,Kiralık,Daire,65 m²,70 m²,1+1,5-10,Bahçe Katı,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL, Pamukkale - Yunusemre Mahallesi,https://www.emlakjet.com//ilan/liva-dan-yunusemre-mahallesinde-11-70-m2-ayri-mutfakli-apart-17067744/,,,,,,,,,,,,,,,
74,17066425,24 Mart 2025,04 Nisan 2025,Konut,Kiralık,Daire,160 m²,170 m²,3+1,3,1.Kat,5,Yerden Isıtma,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,25.000TL, Merkezefendi - Yenişafak Mahallesi,https://www.emlakjet.com//ilan/denizli-yenisafak-ta-31-170-m2-onu-yesil-alan-park-cepheli-masrafsiz-kiralik-daire-17066425/,,,,,,371,6,,,,,,,,
75,17065675,24 Mart 2025,03 Nisan 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,4,1.Kat,4,Yerden Isıtma,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,12.500TL, Pamukkale - Atalar Mahallesi,https://www.emlakjet.com//ilan/denizli-atalar-da-on-cephe-21-klimali-asansorlu-esyali-kiralik-apart-17065675/,,,Yok,,Evet,2349,26,,İkinci El,Betonarme,1,,,,
76,17064918,24 Mart 2025,24 Mart 2025,Konut,Kiralık,Daire,45 m²,55 m²,1+1,0 (Yeni),3.Kat,4,Elektrikli Radyatör,Boş,Eşyalı,Müstakil Tapulu,Hayır,Yok,1,Genel Fiyat,7.500TL, Acıpayam - Aşağı Mahallesi,https://www.emlakjet.com//ilan/11-full-esyali-ara-kat-asansorlu-tum-abonelikleri-acik-17064918/,,,,,,,,,,,,,,,
77,17064714,24 Mart 2025,02 Nisan 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,4,2.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,,1,Birim Fiyat,13.000TL, Merkezefendi - Adalet Mahallesi,https://www.emlakjet.com//ilan/erkus-gyo-dan-adliye-ye-yakin-arakat-klimali-esyali-11-luks-apart-17064714/,,13000 TL,Var,1,Evet,347,6,Açık Balkon,İkinci El,Betonarme,,,,,
78,17064157,24 Mart 2025,28 Mart 2025,Konut,Kiralık,Daire,40 m²,45 m²,1+1,4,Bahçe Katı,4,Kombi Doğalgaz,Boş,,Tapu Kaydı Yok,Hayır,,1,Genel Fiyat,8.000TL, Pamukkale - Asmalıevler Mahallesi,https://www.emlakjet.com//ilan/ender-uysal-gayrimenkulden-asmalievlerde-kiralik-11-bahce-kati-genis-apart-17064157/,,,,,,,,,,,,,,,
79,17063859,24 Mart 2025,24 Mart 2025,Konut,Kiralık,Daire,55 m²,60 m²,1+1,5-10,2.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.000TL, Pamukkale - Kınıklı Mahallesi,https://www.emlakjet.com//ilan/kampus-mevki-depozitosuz-klimali-balkonlu-11-sifir-esyali-daire-17063859/,,,,,,,,,,,,,,,
80,17062878,23 Mart 2025,23 Mart 2025,Konut,Kiralık,Daire,60 m²,75 m²,2+0,3,2.Kat,3,Merkezi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Evet,,1,Genel Fiyat,14.500TL, Pamukkale - Zeytinköy Mahallesi,https://www.emlakjet.com//ilan/rota-dan-universite-yakini-kiralik-21-esyali-apart-17062878/,,1450 TL,Var,1,Evet,2798,7,Açık Balkon,İkinci El,Betonarme,1,,,,
81,17062799,23 Mart 2025,23 Mart 2025,Konut,Kiralık,Daire,45 m²,55 m²,1+1,5-10,2.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,12.500TL, Merkezefendi - Muratdede Mahallesi,https://www.emlakjet.com//ilan/rota-dan-devlet-hastanesi-alti-kiralik-balkonlu-apart-17062799/,,12500 TL,Var,1,Evet,523,3,Açık Balkon,İkinci El,Betonarme,1,,,,
82,17062702,23 Mart 2025,23 Mart 2025,Konut,Kiralık,Daire,100 m²,120 m²,2+1,11-15,1.Kat,4,Yerden Isıtma,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,15.000TL, Pamukkale - İstiklal Mahallesi,https://www.emlakjet.com//ilan/istiklal-mah-21-cadde-ustu-ara-kat-17062702/,100 TL,15000 TL,Var,1,Evet,200,3,,İkinci El,Betonarme,1,,,,
83,17059907,22 Mart 2025,22 Mart 2025,Konut,Kiralık,Daire,50 m²,58 m²,1+1,5-10,Yüksek Giriş,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,10.000TL, Pamukkale - Atalar Mahallesi,https://www.emlakjet.com//ilan/atalar-mevkisinde-depozitosuz-kiralik-apart-17059907/,,,Var,1,,1915,6,Açık Balkon,,,,,,,
84,17059652,22 Mart 2025,22 Mart 2025,Konut,Kiralık,Villa,260 m²,300 m²,5+2,16-20,,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,45.000TL, Pamukkale - Zeytinköy Mahallesi,https://www.emlakjet.com//ilan/kaan-emlak-selcukbey-subesinden-pau-ye-yakin-luks-masrafsiz-villa-17059652/,,,Var,3,Evet,5221,3,Açık Balkon,,Betonarme,,,,,
85,17058412,22 Mart 2025,28 Mart 2025,Konut,Kiralık,Daire,65 m²,70 m²,2+1,4,3.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,20.000TL, Pamukkale - Kınıklı Mahallesi,https://www.emlakjet.com//ilan/ender-uysal-gayrimenkulden-camlikta-21-lux-apart-17058412/,,,,,,1779,23,,,,,,,,
86,17058198,22 Mart 2025,22 Mart 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,5-10,1.Kat,4,Merkezi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,7.000TL, Pamukkale - Asmalıevler Mahallesi,https://www.emlakjet.com//ilan/asmalievler-de-11-kiralik-apart-17058198/,,,,,,2936,10,,,,,,,,
87,17058051,22 Mart 2025,01 Nisan 2025,Konut,Kiralık,Daire,160 m²,170 m²,3+1,11-15,2.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,18.000TL, Merkezefendi - Adalet Mahallesi,https://www.emlakjet.com//ilan/adalet-mah-albayrak-da-arakat-31-kiralik-daire-17058051/,,,,,,,,,,,,,,,
88,17057789,22 Mart 2025,28 Mart 2025,Konut,Kiralık,Daire,150 m²,160 m²,3+1,11-15,1.Kat,2,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,14.000TL, Pamukkale - Siteler Mahallesi,https://www.emlakjet.com//ilan/ender-uysal-gayrimenkulden-kiralik-sitelerde-esyali-triplex-17057789/,,,,,,1819,2,,,,,,,,
89,17056656,21 Mart 2025,21 Mart 2025,Konut,Kiralık,Daire,100 m²,130 m²,3+1,21 Ve Üzeri,5.Kat,5,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,,1,Genel Fiyat,13.000TL, Pamukkale - Kınıklı Mahallesi,https://www.emlakjet.com//ilan/camlikta-site-icerisinde-kiralik-daire-17056656/,1000 TL,13000 TL,Var,1,Hayır,1767,2,Açık Balkon,İkinci El,Betonarme,2,,,,
90,17056330,21 Mart 2025,04 Nisan 2025,Konut,Kiralık,Daire,40 m²,45 m²,Stüdyo,5-10,2.Kat,4,Yerden Isıtma,Boş,,Tapu Kaydı Yok,Hayır,,1,Genel Fiyat,6.500TL, Pamukkale - Yunusemre Mahallesi,https://www.emlakjet.com//ilan/kz-grup-tan-kiniklida-dogalgaz-dahil-10-arakat-kiralik-apart-17056330/,,,,,,,,,,,,,,,
91,17056197,21 Mart 2025,28 Mart 2025,Konut,Kiralık,Daire,130 m²,140 m²,3+1,11-15,Bahçe Katı,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,9.000TL, Pamukkale - Yunusemre Mahallesi,https://www.emlakjet.com//ilan/ender-uysal-gayrimenkulden-yunusemre-mahallesinde-31-kiralik-bahce-kati-daire-17056197/,,,,,,2870,4,,,,,,,,
92,17054706,21 Mart 2025,21 Mart 2025,Konut,Kiralık,Daire,180 m²,220 m²,3+1,16-20,3.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,23.500TL, Pamukkale - İncilipınar Mahallesi,https://www.emlakjet.com//ilan/incilipinar-mahallesinde-sali-pazari-hemen-altinda-kiralik-genis-ferah-31-daire-17054706/,,,Var,3,,1850,1,Açık Balkon,İkinci El,,2,10 m²,15 m²,,
93,17054460,21 Mart 2025,21 Mart 2025,Konut,Kiralık,Daire,158 m²,160 m²,3+1,11-15,5.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL, Merkezefendi - Karaman Mahallesi,https://www.emlakjet.com//ilan/karman-mahallesi-sehir-manzarali-daire-17054460/,,,Var,2,Hayır,370,1,Açık Balkon,İkinci El,Betonarme,2,,,,
94,17053137,21 Mart 2025,21 Mart 2025,Konut,Kiralık,Daire,134 m²,180 m²,3+1,21 Ve Üzeri,2.Kat,3,Merkezi Doğalgaz,Boş,,Müstakil Tapulu,Hayır,,1,Genel Fiyat,30.000TL, Pamukkale - Kınıklı Mahallesi,https://www.emlakjet.com//ilan/camlik-merkezde-31-17053137/,,,,,,1884,6,,,,,,,,
95,17052347,20 Mart 2025,21 Mart 2025,Konut,Kiralık,Daire,48 m²,55 m²,1+1,5-10,2.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.000TL, Pamukkale - Mehmetçik Mahallesi,https://www.emlakjet.com//ilan/mehmetcik-mevkili-kiralik-arakat-esyali-11-apart-17052347/,290 TL,13000 TL,Yok,,Evet,138,7,,İkinci El,Betonarme,1,6 m²,,18 m²,8 m²
96,17051874,20 Mart 2025,28 Mart 2025,Konut,Kiralık,Daire,45 m²,46 m²,1+1,2,Bahçe Katı,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,9.000TL, Pamukkale - Siteler Mahallesi,https://www.emlakjet.com//ilan/ender-uysal-gayrimenkulden-foruma-yakin-11-luks-bahceli-apart-17051874/,,,,,,1580,20,,İkinci El,Betonarme,1,,,,
97,17051545,20 Mart 2025,24 Mart 2025,Konut,Kiralık,Daire,95 m²,100 m²,2+1,5-10,3.Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,19.000TL, Pamukkale - Kayıhan Mahallesi,https://www.emlakjet.com//ilan/kaan-emlaktan-yerden-isitmali-arakat-kiralik-daire-17051545/,,,,,,6158,6,,,,,,,,
98,17051448,20 Mart 2025,21 Mart 2025,Konut,Kiralık,Daire,894 m²,1.000 m²,1 Oda,0 (Yeni),Düz Giriş (Zemin),1,Isıtma Yok,Boş,Boş,Kat İrtifakı,Evet,Yok,Yok,Genel Fiyat,80.000TL, Merkezefendi - Bozburun Mahallesi,https://www.emlakjet.com//ilan/bozburun-mevkili-kiralik-1000-m-fabrika-holu-17051448/,2000 TL,80000 TL,Yok,,Evet,320,1,,Sıfır,Betonarme,1,1 m²,,894 m²,5 m²
99,17051024,20 Mart 2025,20 Mart 2025,Konut,Kiralık,Daire,83 m²,90 m²,3+0,16-20,Düz Giriş (Zemin),4,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,68.000TL, Pamukkale - Mehmetçik Mahallesi,https://www.emlakjet.com//ilan/forum-camlik-alisveris-merkezine-yakin-83-m-kiralik-isyeri-17051024/,365 TL,68000 TL,Var,1,Evet,153,18,Açık Balkon,İkinci El,Betonarme,1,5 m²,10 m²,50 m²,5 m²
100,17050429,20 Mart 2025,28 Mart 2025,Konut,Kiralık,Daire,135 m²,140 m²,3+1,5-10,3.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,20.000TL, Pamukkale - Zeytinköy Mahallesi,https://www.emlakjet.com//ilan/ender-uysal-gayrimenkulden-zeytinkoy-de-kiralik-31asansorlu-balkonlu-daire-17050429/,,,,,,3670,11,,,,,,,,
101,17049658,20 Mart 2025,20 Mart 2025,Konut,Kiralık,Daire,70 m²,75 m²,1+1,4,3.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,16.000TL, Merkezefendi - Adalet Mahallesi,https://www.emlakjet.com//ilan/hierapolis-ten-adliye-ye-5dk-kiralik-luks-genis-70m-11-apart-17049658/,,,,,,,,,,,,,,,
102,17049657,20 Mart 2025,20 Mart 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,4,1.Kat,2,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.000TL, Merkezefendi - Adalet Mahallesi,https://www.emlakjet.com//ilan/adalet-te-adliye-ye-yakin-balkonlu-luks-arakat-11-kiralik-apart-17049657/,,,,,,,,,,,,,,,
103,17047414,19 Mart 2025,19 Mart 2025,Konut,Kiralık,Daire,80 m²,82 m²,1+1,0 (Yeni),20.Kat,29,Merkezi (Pay Ölçer),Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,23.000TL, Merkezefendi - Kayalar Mahallesi,https://www.emlakjet.com//ilan/turyap-selcukbey-den-kiralik-sinpas-f2-esyali-daire-17047414/,,,,,,,,,,,,,,,
104,17047408,19 Mart 2025,19 Mart 2025,Konut,Kiralık,Daire,75 m²,82 m²,1+1,5-10,20.Kat,29,Merkezi (Pay Ölçer),Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,23.000TL, Merkezefendi - Kayalar Mahallesi,https://www.emlakjet.com//ilan/sinaps-aqua-city-de-kiralik-11-balkonlu-daire-17047408/,,,,,,,,,,,,,,,
105,17045477,19 Mart 2025,19 Mart 2025,Konut,Kiralık,Daire,155 m²,160 m²,3+1,0 (Yeni),3.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,25.000TL, Merkezefendi - Karahasanlı Mahallesi,https://www.emlakjet.com//ilan/karahasanlida-sifir-site-icinde-kiralik-31-havuzlu-17045477/,0 TL,25000 TL,Var,2,Evet,557,4,Açık Balkon,,,2,20 m²,20 m²,,
106,17045247,19 Mart 2025,19 Mart 2025,Konut,Kiralık,Daire,45 m²,55 m²,1+1,4,4.Kat,4,Kombi Doğalgaz,Boş,,Tapu Kaydı Yok,Hayır,,1,Genel Fiyat,12.500TL, Pamukkale - Siteler Mahallesi,https://www.emlakjet.com//ilan/forum-camlik-yakini-kiralik-11-lux-apart-17045247/,,,Var,,,,,,,,,,,,
107,17044642,19 Mart 2025,31 Mart 2025,Konut,Kiralık,Daire,270 m²,280 m²,5+1,11-15,2.Kat,4,Jeotermal,Boş,Boş,Kat İrtifakı,Hayır,Yok,2,Genel Fiyat,20.000TL, Sarayköy - Atatürk Mahallesi,https://www.emlakjet.com//ilan/saraykoy-mah-280-m2-51-tirbleks-daire-20-000-tl-17044642/,,,Var,3,Evet,158,6,Açık Balkon,İkinci El,Betonarme,4,,,,
108,17044050,19 Mart 2025,19 Mart 2025,Konut,Kiralık,Daire,85 m²,95 m²,2+1,5-10,2.Kat,2,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,Genel Fiyat,15.000TL, Pamukkale - Dokuzkavaklar Mahallesi,https://www.emlakjet.com//ilan/kaan-emlaktan-dokuzkavaklarda-kiralik-21-luks-daire-17044050/,,,,,,5067,7,,,,,,,,
109,17043973,19 Mart 2025,28 Mart 2025,Konut,Kiralık,Daire,105 m²,110 m²,2+1,11-15,1.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,15.000TL, Pamukkale - Siteler Mahallesi,https://www.emlakjet.com//ilan/ender-uysal-gayrimenkulden-siteler-de-kiralik-21-daire-17043973/,,,,,,1820,6,,,,,,,,
110,17042903,19 Mart 2025,19 Mart 2025,Konut,Kiralık,Daire,125 m²,135 m²,3+1,0 (Yeni),2.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,25.000TL, Merkezefendi - Karahasanlı Mahallesi,https://www.emlakjet.com//ilan/yenisafakta-kiralik-31-sifir-arakat-daire-17042903/,,,Var,2,,314,3,Açık Balkon,,,,,,,
111,17042752,18 Mart 2025,18 Mart 2025,Konut,Kiralık,Daire,140 m²,150 m²,3+1,21 Ve Üzeri,1.Kat,7,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,12.500TL, Pamukkale - İstiklal Mahallesi,https://www.emlakjet.com//ilan/inonu-caddesinde-ici-yenilenmis-31-genis-daire-17042752/,,,,,,,,,,,,,,,
112,17041408,18 Mart 2025,19 Mart 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,21 Ve Üzeri,Düz Giriş (Zemin),3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,12.000TL, Merkezefendi - Akkonak Mahallesi,https://www.emlakjet.com//ilan/akkonak-mahallesinde-31-110-m2-kiralik-daire-17041408/,,,,,,,,,,,,,,,
113,17039516,18 Mart 2025,19 Mart 2025,Konut,Kiralık,Daire,45 m²,55 m²,1+1,0 (Yeni),2.Kat,5,Yerden Isıtma,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,18.000TL, Merkezefendi - Karahasanlı Mahallesi,https://www.emlakjet.com//ilan/blokyapi-dan-sehir-hastanesi-ne-yakin-11-esyali-apart-17039516/,,,,,,,,,,,,,,,
114,17039503,18 Mart 2025,19 Mart 2025,Konut,Kiralık,Daire,210 m²,254 m²,4+1,5-10,3.Kat,10,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Evet,Yok,3,Genel Fiyat,40.000TL, Merkezefendi - Çakmak Mahallesi,https://www.emlakjet.com//ilan/blokyapi-dan-aya-rezidans-ta-41-ultra-luks-kiralik-daire-17039503/,,,,,,,,,,,,,,,
115,17039497,18 Mart 2025,19 Mart 2025,Konut,Kiralık,Daire,200 m²,235 m²,3.5+1,5-10,4.Kat,14,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,40.000TL, Merkezefendi - Göveçlik Mahallesi,https://www.emlakjet.com//ilan/blokyapi-dan-tower-rezidans-ta-41-ara-kat-kiralik-daire-17039497/,,,,,,,,,,,,,,,
116,17038891,18 Mart 2025,29 Mart 2025,Konut,Kiralık,Daire,136 m²,150 m²,3+1,21 Ve Üzeri,2.Kat,4,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,20.000TL, Merkezefendi - Mehmet Akif Ersoy Mahallesi,https://www.emlakjet.com//ilan/mehmet-akif-ersoy-mahallesi-nde-31-kiralik-daire-17038891/,350 TL,20000 TL,,,,,,,,,,,,,
117,17038796,18 Mart 2025,01 Nisan 2025,Konut,Kiralık,Daire,40 m²,48 m²,1+1,4,2.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,13.000TL, Merkezefendi - Adalet Mahallesi,https://www.emlakjet.com//ilan/adalet-mahallesinde-adliye-ye-yakin-kiralik-11-luks-yerden-isitmali-apart-17038796/,100 TL,13000 TL,Var,1,,339,3,Açık Balkon,,,,,,,
118,17038567,18 Mart 2025,24 Mart 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,5-10,Yüksek Giriş,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,10.000TL, Pamukkale - Topraklık Mahallesi,https://www.emlakjet.com//ilan/15-mayisda-kiralik-esyali-apart-11-50-m2-yuksek-zemin-17038567/,,,,,,,,,,,,,,,
119,17038566,18 Mart 2025,18 Mart 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,11-15,4.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,9.000TL, Pamukkale - İncilipınar Mahallesi,https://www.emlakjet.com//ilan/incilipinar-da-kiralik-21-100-m2-17038566/,,,,,,,,,,,,,,,
120,17038371,18 Mart 2025,18 Mart 2025,Konut,Kiralık,Daire,43 m²,45 m²,1+1,5-10,3.Kat,7,Merkezi (Pay Ölçer),Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,11.000TL, Pamukkale - Zeytinköy Mahallesi,https://www.emlakjet.com//ilan/bagbasi-city-lights-da-11-kiralik-apart-17038371/,,,,,,,,,,,,,,,
121,17035583,18 Mart 2025,03 Nisan 2025,Konut,Kiralık,Daire,125 m²,135 m²,2+1,21 Ve Üzeri,3.Kat,3,Kombi Doğalgaz,Kiracı Oturuyor,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,6.250TL, Pamukkale - Cumhuriyet Mahallesi,https://www.emlakjet.com//ilan/tercih-ten-anayola-yakin-ferah-2-51-17035583/,,,Var,3,,5288,1,Açık Balkon,,,,,,,
